0,16,3,51,0.05419922,-0.1616211,0.887207,789.96,1949.61,109.0,23.25
0,16,3,51,0.06396484,-0.1518555,0.8793945,789.96,1949.61,109.0,23.25
0,16,3,51,0.05810547,-0.1542969,0.8759766,789.96,1949.61,109.0,23.25
0,16,3,51,0.06689453,-0.1567383,0.8813477,789.96,1949.61,109.0,23.25
0,16,3,51,0.05761719,-0.1645508,0.8916016,789.96,1949.61,109.0,23.25
0,16,3,51,0.05517578,-0.1479492,0.8798828,1027.299,-186.4449,109.0,23.25
0,16,3,51,0.09423828,-0.1411133,0.9526367,1027.299,-186.4449,109.0,23.25
0,16,3,51,0.0703125,-0.1328125,0.8935547,1014.415,-70.4837,23.82705,23.25
0,16,3,51,0.1010742,-0.1293945,0.9111328,1014.422,-70.54468,23.87183,23.25
0,16,3,51,0.09326172,-0.1479492,0.9169922,1014.422,-70.54468,23.87183,23.25
0,16,3,51,0.07080078,-0.1254883,0.8525391,1014.439,-70.69739,23.87183,23.25
0,16,3,52,0.07910156,-0.1279297,0.8251953,1014.439,-70.69739,23.87183,23.25
0,16,3,52,0.08300781,-0.1220703,0.9116211,1014.443,-70.73364,23.8983,23.25
0,16,3,52,0.1030273,-0.1210938,0.8867188,1014.443,-70.73364,23.8983,23.25
0,16,3,52,0.09521484,-0.1308594,0.9482422,1014.443,-70.73364,23.8983,23.25
0,16,3,52,0.09472656,-0.05175781,0.8286133,1014.452,-70.81769,23.8983,23.25
0,16,3,52,0.06640625,-0.08398438,0.9077148,1014.452,-70.81769,23.8983,23.25
0,16,3,52,0.1499023,-0.07958984,0.9790039,1014.453,-70.82483,23.90337,23.25
0,16,3,52,0.07861328,-0.03857422,0.9345703,1014.453,-70.82483,23.90337,23.25
0,16,3,52,0.1152344,-0.1083984,0.9575195,1014.46,-70.89075,23.90337,23.25
0,16,3,52,0.09863281,-0.1000977,0.9072266,1014.459,-70.87866,23.89492,23.25
0,16,3,52,0.08691406,-0.08837891,0.9135742,1014.459,-70.87866,23.89492,23.25
0,16,3,52,0.08642578,-0.1044922,0.8989258,1014.459,-70.87866,23.89492,23.25
0,16,3,52,0.07861328,-0.1391602,1.022949,1014.454,-70.83362,23.89492,23.25
0,16,3,52,-0.2041016,-0.3095703,1.152344,1014.454,-70.83362,23.89492,23.25
0,16,3,52,0.1889648,-0.1474609,1.052734,1014.456,-70.8501,23.90675,23.25
0,16,3,52,0.06835938,-0.1274414,0.9404297,1014.456,-70.8501,23.90675,23.25
0,16,3,52,0.2021484,-0.2470703,1.033691,1014.449,-70.79077,23.90675,23.25
0,16,3,53,-0.07666016,-0.4931641,0.9882813,1014.449,-70.79077,23.90675,23.25
0,16,3,53,0.01855469,-0.09521484,0.7368164,1014.451,-70.80505,23.91717,23.25
0,16,3,53,0.03076172,-0.1738281,0.8422852,1014.451,-70.80505,23.91717,23.25
0,16,3,53,0.05078125,-0.1088867,1.138184,1014.441,-70.71771,23.91717,23.25
0,16,3,53,0.1269531,-0.1142578,0.9887695,1014.44,-70.71002,23.91182,23.25
0,16,3,53,0.07910156,-0.08691406,0.894043,1014.44,-70.71002,23.91182,23.25
0,16,3,53,0.190918,-0.08496094,1.040039,1014.44,-70.71442,23.91182,23.25
0,16,3,53,-0.1044922,-0.1650391,0.8686523,1014.44,-70.71442,23.91182,23.25
0,16,3,53,-0.2426758,-0.4287109,0.878418,1014.443,-70.73364,23.92618,23.25
