17,4,50,-0.5524902,-0.3649902,0.5771484,1002.296,38.58801,30.6075,29.5
17,4,50,-0.6325684,-0.3549805,0.5141602,1002.296,38.58801,30.6075,29.5
17,4,51,-0.6567383,-0.3361816,0.4611816,1002.296,38.58801,30.6075,29.5
17,4,51,-0.6696777,-0.3735352,0.4477539,1002.296,38.58801,30.6075,29.5
17,4,51,-0.6516113,-0.3029785,0.4316406,1002.296,38.58801,30.6075,29.5
17,4,51,-0.7849121,-0.3378906,0.5354004,1002.296,38.58801,30.6075,29.5
17,4,51,-0.6557617,-0.3254395,0.6518555,1002.296,38.58801,30.6075,29.5
17,4,51,-0.6730957,-0.3620605,0.4963379,1002.296,38.58801,30.6075,29.5
17,4,51,-0.7719727,-0.3098145,0.3183594,1002.34,38.18976,30.6075,29.5
17,4,51,-0.8010254,-0.3115234,0.2954102,1002.34,38.18976,30.6075,29.5
17,4,51,-0.6494141,-0.385498,0.458252,1002.34,38.18976,30.6075,29.5
17,4,51,-0.8752441,-0.3493652,0.7145996,1002.34,38.18976,30.6075,29.5
17,4,51,-0.7709961,-0.3789063,0.4353027,1002.338,38.20569,30.59595,29.5
17,4,51,-0.7507324,-0.3408203,0.3618164,1002.338,38.20569,30.59595,29.5
17,4,51,-0.6577148,-0.4250488,0.2966309,1002.338,38.20569,30.59595,29.5
17,4,51,-0.8276367,-0.2941895,0.05126953,1002.338,38.20569,30.59595,29.5
17,4,51,-0.729248,-0.4599609,0.3928223,1002.338,38.20569,30.59595,29.5
17,4,51,-0.6811523,-0.4282227,0.404541,1002.338,38.20569,30.59595,29.5
17,4,51,-0.7631836,-0.3222656,0.4394531,1002.338,38.20569,30.59595,29.5
17,4,51,-0.822998,-0.345459,0.4394531,1002.377,37.85413,30.59595,29.5
17,4,51,-0.7915039,-0.4248047,0.3186035,1002.377,37.85413,30.59595,29.5
17,4,51,-0.7526855,-0.3640137,0.3413086,1002.377,37.85413,30.59595,29.5
17,4,51,-0.7321777,-0.3701172,0.3476563,1002.377,37.85413,30.59595,29.5
17,4,51,-0.7910156,-0.3554688,0.3803711,1002.377,37.85413,30.59595,29.5
17,4,51,-0.7607422,-0.3366699,0.3857422,1002.377,37.85413,30.59595,29.5
17,4,51,-0.7998047,-0.3537598,0.4768066,1002.379,37.83984,30.60637,29.5
17,4,51,-0.8408203,-0.2834473,0.7695313,1002.379,37.83984,30.60637,29.5
17,4,51,-0.7875977,-0.3442383,0.4128418,1002.379,37.83984,30.60637,29.5
17,4,51,-0.7478027,-0.3632813,0.2431641,1002.379,37.83984,30.60637,29.5
