22,68,72,-0.4042969,-0.1669922,0.7626953,1001.745,43.54065,31.45603,30.75
22,68,72,-0.4157715,-0.1723633,0.7883301,1001.745,43.54065,31.45603,30.75
22,68,72,-0.3974609,-0.1787109,0.7631836,1001.745,43.54065,31.45603,30.75
22,68,72,-0.3918457,-0.1760254,0.7670898,1001.745,43.54065,31.45603,30.75
22,68,72,-0.3322754,-0.1044922,0.7177734,1001.745,43.54065,31.45603,30.75
22,68,72,-0.3681641,-0.2197266,0.7106934,1001.745,43.54065,31.45603,30.75
22,68,72,-0.3813477,-0.1235352,0.8244629,1001.746,43.53681,31.45914,30.75
22,68,72,-0.3996582,-0.1760254,0.7890625,1001.746,43.53681,31.45914,30.75
22,68,72,-0.4326172,-0.05737305,0.760498,1001.746,43.53681,31.45914,30.75
22,68,72,-0.4379883,-0.1162109,0.7924805,1001.746,43.53681,31.45914,30.75
22,68,72,-0.4160156,-0.07568359,0.7692871,1001.746,43.53681,31.45914,30.75
22,68,72,-0.4394531,-0.06787109,0.7978516,1001.746,43.53681,31.45914,30.75
22,68,72,-0.4291992,-0.0793457,0.7927246,1001.757,43.43463,31.45914,30.75
22,68,72,-0.421875,-0.07763672,0.8000488,1001.757,43.43463,31.45914,30.75
22,68,72,-0.4423828,-0.07299805,0.8027344,1001.757,43.43463,31.45914,30.75
22,68,72,-0.427002,-0.09790039,0.7460938,1001.757,43.43463,31.45914,30.75
22,68,72,-0.519043,-0.02636719,0.800293,1001.757,43.43463,31.45914,30.75
22,68,72,-0.4260254,-0.09570313,0.8034668,1001.757,43.43463,31.45914,30.75
22,68,72,-0.472168,-0.1037598,0.8334961,1001.758,43.42309,31.46702,30.75
22,68,72,-0.3615723,-0.1374512,0.8828125,1001.758,43.42309,31.46702,30.75
22,68,72,-0.4272461,-0.1464844,0.880127,1001.758,43.42309,31.46702,30.75
22,68,72,-0.4384766,-0.02783203,0.9394531,1001.758,43.42309,31.46702,30.75
22,68,72,-0.4077148,-0.03930664,0.9714355,1001.758,43.42309,31.46702,30.75
22,68,72,-0.4909668,-0.04638672,0.9467773,1001.758,43.42309,31.46702,30.75
22,68,72,-0.5581055,-0.1130371,0.9592285,1001.758,43.42309,31.46702,30.75
22,68,72,-0.5146484,0.006835938,0.9890137,1001.758,43.42309,31.46702,30.75
22,68,72,-0.5605469,0.0534668,0.9619141,1001.788,43.15283,31.46702,30.75
22,68,73,-0.5646973,0.004638672,0.9570313,1001.788,43.15283,31.46702,30.75
